Academic Year,State,Area,Region,School,Grade Level,Student Number,Class Year,Class Cohort,Test Date,Grade Level Taken,English,Mathematics,Reading,Science,Composite,Writing,STEM,ELA,Exam Number,Highest Composite,Highest English,Highest Mathematics,Highest Reading,Highest Science,Growth Previous Exam,Number Exams Taken,Tier,Meets 21
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000433,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000440,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101006264,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000451,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101002638,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101003734,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101017685,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000467,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000765,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000471,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000473,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000474,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000476,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000482,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000792,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000484,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000491,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000493,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101014627,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101025298,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101001982,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101001120,2025,Juniors,3/1/2024,11,11,15,10,12,12,,14,,1,12,11,15,10,12,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101026263,2025,Juniors,3/1/2024,11,6,15,9,19,12,,17,,1,12,6,15,9,19,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000517,2025,Juniors,3/1/2024,11,9,13,10,15,12,,14,,1,12,9,13,10,15,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101001937,2025,Juniors,3/1/2024,11,10,12,16,17,14,,15,,1,14,10,12,16,17,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101008469,2025,Juniors,3/1/2024,11,10,10,11,10,10,,10,,1,10,10,10,11,10,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101012299,2025,Juniors,3/1/2024,11,8,15,11,9,11,,12,,1,11,8,15,11,9,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101010641,2025,Juniors,3/1/2024,11,11,18,7,13,12,,16,,1,12,11,18,7,13,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000524,2025,Juniors,3/1/2024,11,16,16,17,16,16,,16,,1,16,16,16,17,16,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101029663,2025,Juniors,3/1/2024,11,10,16,14,17,14,,17,,1,14,10,16,14,17,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101000529,2025,Juniors,3/1/2024,11,21,16,21,19,19,,18,,1,19,21,16,21,19,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101026303,2025,Juniors,3/1/2024,11,11,13,9,13,12,,13,,1,12,11,13,9,13,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,11,101031322,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101002049,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101018524,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101018523,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101005874,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101002035,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001431,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101009504,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101029662,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001535,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101028404,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101030183,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101010700,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001605,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101014631,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001545,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101031222,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101002431,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101017162,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101028682,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101014634,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101014628,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001497,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101022785,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101022793,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001521,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001596,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101028343,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101030203,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001422,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001549,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101030728,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001759,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001437,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101030583,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101030582,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101022792,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101014632,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101022788,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001979,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101027765,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101022801,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001455,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001551,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001587,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101019862,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101025848,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101021402,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101030565,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001567,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001585,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001488,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001503,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101001469,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Bridge,10,101017686,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101003148,2025,Juniors,3/1/2024,11,11,13,10,15,12,,14,,1,12,11,13,10,15,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101002104,2025,Juniors,3/1/2024,11,6,14,6,16,11,,15,,1,11,6,14,6,16,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101005893,2025,Juniors,3/1/2024,11,19,18,18,17,18,,18,,1,18,19,18,18,17,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101001099,2025,Juniors,3/1/2024,11,14,13,18,16,15,,15,,1,15,14,13,18,16,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101029742,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101000600,2025,Juniors,3/1/2024,11,15,15,17,17,16,,16,,1,16,15,15,17,17,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101017862,2025,Juniors,3/1/2024,11,9,16,10,12,12,,14,,1,12,9,16,10,12,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101001712,2025,Juniors,3/1/2024,11,16,16,16,22,18,,19,,1,18,16,16,16,22,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101012541,2025,Juniors,3/1/2024,11,8,15,14,12,12,,14,,1,12,8,15,14,12,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101019243,2025,Juniors,3/1/2024,11,9,15,6,14,11,,15,,1,11,9,15,6,14,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101001831,2025,Juniors,3/1/2024,11,12,15,14,16,14,,16,,1,14,12,15,14,16,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101000601,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101005985,2025,Juniors,3/1/2024,11,16,15,16,18,16,,16,,1,16,16,15,16,18,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101007567,2025,Juniors,3/1/2024,11,14,20,22,14,18,,17,,1,18,14,20,22,14,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101025628,2025,Juniors,3/1/2024,11,6,10,6,11,8,,11,,1,8,6,10,6,11,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101025630,2025,Juniors,3/1/2024,11,6,11,13,12,11,,12,,1,11,6,11,13,12,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101001262,2025,Juniors,3/1/2024,11,9,10,12,15,12,,13,,1,12,9,10,12,15,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101000843,2025,Juniors,3/1/2024,11,11,14,9,17,13,,16,,1,13,11,14,9,17,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101019242,2025,Juniors,3/1/2024,11,12,12,11,16,13,,14,,1,13,12,12,11,16,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101001002,2025,Juniors,3/1/2024,11,15,13,16,19,16,,16,,1,16,15,13,16,19,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101000511,2025,Juniors,3/1/2024,11,12,17,17,12,15,,15,,1,15,12,17,17,12,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101001795,2025,Juniors,3/1/2024,11,16,15,17,12,15,,14,,1,15,16,15,17,12,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101002876,2025,Juniors,3/1/2024,11,6,9,6,7,7,,8,,1,7,6,9,6,7,,11,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101016545,2025,Juniors,3/1/2024,11,13,15,8,13,12,,14,,1,12,13,15,8,13,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101005891,2025,Juniors,3/1/2024,11,9,13,12,11,11,,12,,1,11,9,13,12,11,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101001043,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101008745,2025,Juniors,3/1/2024,11,10,11,9,12,11,,12,,1,11,10,11,9,12,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101011267,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101011066,2025,Juniors,3/1/2024,11,11,14,12,17,14,,16,,1,14,11,14,12,17,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101000995,2025,Juniors,3/1/2024,11,16,12,20,10,15,,11,,1,15,16,12,20,10,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101002360,2025,Juniors,3/1/2024,11,9,13,11,16,12,,15,,1,12,9,13,11,16,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101028103,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101001066,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101019051,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101000948,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,11,101007704,2025,Juniors,3/1/2024,11,20,19,30,23,23,,21,,1,23,20,19,30,23,,1,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101014663,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101002319,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101022645,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101019770,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101023663,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101001748,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101003480,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101010547,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101002362,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101019031,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101012199,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101001711,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101022147,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101024782,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101014638,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101001700,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101017842,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101026622,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101001862,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101023063,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101018865,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101002875,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101001824,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101015683,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101001833,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101014648,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101001660,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101001701,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101018882,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101000907,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101024128,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101014643,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101017664,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101002414,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101014636,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,LA,Southern Louisiana,East Baton Rouge,Innovation,10,101015304,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108078741,2024,Seniors,4/1/2022,10,21,15,21,19,19,,17,,1,22,22,20,26,25,,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108078741,2024,Seniors,9/1/2022,11,20,17,21,21,20,,19,,2,22,22,20,26,25,1,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108078741,2024,Seniors,10/1/2022,11,19,15,23,23,20,4,19,17,3,22,22,20,26,25,0,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108078741,2024,Seniors,12/1/2022,11,17,17,15,16,16,,17,,4,22,22,20,26,25,-4,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108078741,2024,Seniors,2/1/2023,11,18,16,21,23,20,,20,,5,22,22,20,26,25,4,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108078741,2024,Seniors,4/1/2023,11,21,20,20,25,22,,23,,6,22,22,20,26,25,2,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108078741,2024,Seniors,10/1/2023,12,22,16,26,21,21,6,19,21,7,22,22,20,26,25,-1,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117498,2024,Seniors,10/1/2022,11,3,14,13,10,10,4,12,8,1,12,14,15,13,15,,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117498,2024,Seniors,12/1/2022,11,14,15,13,6,12,,11,,2,12,14,15,13,15,2,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117498,2024,Seniors,10/1/2023,12,8,13,11,15,12,2,14,7,3,12,14,15,13,15,0,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108169088,2024,Seniors,10/1/2022,11,20,18,20,19,19,6,19,18,1,21,20,24,20,22,,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108169088,2024,Seniors,12/1/2022,11,20,17,14,19,18,,18,,2,21,20,24,20,22,-1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108169088,2024,Seniors,2/1/2023,11,20,24,16,22,21,,23,,3,21,20,24,20,22,3,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108169088,2024,Seniors,4/1/2023,11,17,20,20,22,20,,21,,4,21,20,24,20,22,-1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108169088,2024,Seniors,10/1/2023,12,20,20,20,21,20,8,21,21,5,21,20,24,20,22,0,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108149867,2024,Seniors,9/1/2022,11,19,16,18,20,18,,18,,1,20,20,20,23,22,,6,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108149867,2024,Seniors,10/1/2022,11,15,18,20,18,18,7,18,18,2,20,20,20,23,22,0,6,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108149867,2024,Seniors,12/1/2022,11,18,20,16,22,19,,21,,3,20,20,20,23,22,1,6,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108149867,2024,Seniors,2/1/2023,11,18,17,18,18,18,,18,,4,20,20,20,23,22,-1,6,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108149867,2024,Seniors,4/1/2023,11,20,20,20,20,20,,20,,5,20,20,20,23,22,2,6,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108149867,2024,Seniors,10/1/2023,12,20,19,23,18,20,5,19,19,6,20,20,20,23,22,0,6,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108058376,2024,Seniors,10/1/2022,11,10,13,11,12,12,3,13,10,1,13,10,14,13,14,,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108058376,2024,Seniors,10/1/2023,12,10,14,13,14,13,4,14,11,2,13,10,14,13,14,1,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108118525,2024,Seniors,10/1/2022,11,9,14,16,17,14,6,16,13,1,16,14,15,17,22,,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108118525,2024,Seniors,4/1/2023,11,14,14,15,17,15,,16,,2,16,14,15,17,22,1,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108118525,2024,Seniors,10/1/2023,12,11,15,17,22,16,6,19,14,3,16,14,15,17,22,1,3,4,0
